gender,degree,born,Family_income,nation_race,nation_welfare,Assistance_to_the_poor,social_security,natcrime,natdrug,Immigration,relig,religinf,opsex,homo_marriage,abortion,age_group,race
Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Very important,Strongly agree,Yes,20-29 years old,White
Male,Less than high school,NA,"$10,000 ~ $19,999",Too much,NA,NA,About right,About right,2,Disagree,None,Disagree,NA,NA,NA,30-39 years old,Other
Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,NA,None,Strongly agree,Very important,Strongly agree,NA,30-39 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not important at all,Strongly agree,No,40-49 years old,White
Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,About right,About right,NA,NA,NA,None,Agree,NA,NA,NA,30-39 years old,White
Female,Bachelors,Yes,"$170,000 or over",Too much,Too much,NA,NA,Too much,3,Disagree,Catholic,Disagree,NA,Disagree,NA,40-49 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,About right,NA,Too little,Too little,2,Neither,Christian,Disagree,NA,NA,NA,50-59 years old,White
Male,Bachelors,Yes,"$20,000 ~ $39,999",Too much,About right,NA,Too little,Too little,2,Agree,None,Disagree,NA,Strongly disagree,NA,NA,White
Male,High School,Yes,"$10,000 ~ $19,999",About right,About right,NA,Too little,Too little,1,Agree,Christian,Neither,NA,NA,NA,NA,Other
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,Catholic,Agree,NA,Strongly agree,Yes,40-49 years old,White
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Jewish,Strongly agree,Fairly important,NA,NA,60-69 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",About right,Too much,NA,About right,Too little,1,Strongly disagree,Christian,Disagree,NA,Agree,NA,60-69 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",About right,About right,NA,Too little,Too little,1,Agree,Catholic,Agree,NA,Strongly agree,NA,50-59 years old,White
NA,Less than high school,Yes,"$10,000 ~ $19,999",Too little,Too little,NA,Too little,Too little,1,NA,Christian,NA,NA,NA,NA,NA,White
Female,High School,Yes,"$10,000 ~ $19,999",About right,About right,NA,Too little,Too little,1,Agree,Christian,Strongly disagree,NA,NA,NA,70-79 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,NA,NA,NA,NA,70-79 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",Too little,About right,NA,Too little,Too little,1,NA,Christian,Strongly agree,Not very important,Strongly agree,NA,70-79 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Strongly agree,Not very important,Neither,Yes,80-89 years old,White
Male,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,Disagree,None,Agree,NA,Strongly agree,Yes,70-79 years old,White
Male,Graduate,No,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,Agree,Catholic,Disagree,NA,Strongly agree,Yes,30-39 years old,Black
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Fairly important,NA,NA,50-59 years old,White
Male,Bachelors,Yes,"$40,000 ~ $59,999",About right,About right,NA,About right,About right,1,Disagree,Christian,Agree,NA,Agree,NA,20-29 years old,Hispanic
Female,High School,Yes,Refused,Too much,About right,NA,Too little,Too little,3,Strongly agree,Christian,Disagree,NA,NA,NA,70-79 years old,White
Male,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,Too little,About right,NA,NA,Agree,Christian,Neither,NA,Neither,No,60-69 years old,White
Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Disagree,Fairly important,Strongly agree,Yes,70-79 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,About right,NA,Too little,About right,2,Strongly disagree,None,Strongly agree,NA,NA,NA,60-69 years old,Other
Female,High School,Yes,"$40,000 ~ $59,999",Too much,Too little,NA,Too little,Too little,1,Agree,Christian,Agree,NA,Strongly disagree,NA,NA,White
NA,Less than high school,NA,Refused,NA,NA,About right,Too little,NA,NA,NA,NA,NA,NA,Disagree,No,NA,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Disagree,Not very important,NA,NA,70-79 years old,White
Male,Associate College,Yes,"$130,000 ~ $169,999",Too much,Too much,NA,Too much,About right,2,Agree,Christian,Neither,NA,Strongly disagree,NA,40-49 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",About right,Too much,NA,About right,About right,2,NA,Catholic,Strongly disagree,Not very important,Disagree,NA,70-79 years old,White
Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,NA,Too little,About right,1,Strongly disagree,None,Strongly agree,NA,Strongly agree,NA,70-79 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Essential,Strongly agree,Yes,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,About right,1,Neither,None,Strongly agree,NA,NA,NA,40-49 years old,White
Male,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Buddhism,Strongly agree,Fairly important,Strongly agree,Yes,40-49 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,Strongly disagree,Other,Strongly agree,NA,Strongly agree,Yes,NA,White
Female,Graduate,Yes,NA,About right,Too much,NA,About right,Too little,1,NA,Christian,Disagree,Not important at all,Strongly agree,NA,30-39 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,NA,About right,Too little,1,Strongly disagree,None,Strongly agree,NA,Strongly agree,NA,20-29 years old,Other
Female,Graduate,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,Neither,None,Strongly agree,NA,Strongly agree,NA,30-39 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly disagree,Fairly important,Agree,Yes,40-49 years old,Other
Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Strongly agree,Christian,Disagree,NA,Strongly disagree,No,80-89 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too much,Too little,NA,NA,NA,Christian,Disagree,Not important at all,Strongly disagree,No,60-69 years old,White
Male,Less than high school,Yes,"$20,000 ~ $39,999",NA,NA,Too much,About right,NA,NA,Agree,Catholic,Strongly disagree,NA,Disagree,No,80-89 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",About right,Too much,NA,Too little,About right,3,NA,None,Disagree,Fairly important,Neither,NA,50-59 years old,White
Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Fairly important,NA,NA,60-69 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too much,About right,NA,NA,NA,Christian,Neither,Not very important,Neither,No,60-69 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",About right,Too little,NA,Too little,Too little,1,Agree,Jewish,Neither,NA,Neither,NA,50-59 years old,White
Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Disagree,NA,Strongly agree,No,70-79 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",About right,About right,NA,About right,About right,2,Agree,Catholic,Disagree,NA,NA,NA,20-29 years old,White
Female,High School,Yes,NA,About right,About right,NA,About right,About right,2,NA,None,Disagree,Not important at all,Strongly agree,NA,40-49 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Neither,Not important at all,Strongly agree,Yes,40-49 years old,White
Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,Neither,Not important at all,NA,NA,30-39 years old,White
Female,High School,No,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,Disagree,Catholic,NA,NA,Agree,No,30-39 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Neither,NA,Agree,Yes,60-69 years old,White
Female,Graduate,Yes,"Under $10,000",Too little,About right,NA,About right,About right,1,NA,Christian,Neither,Fairly important,Neither,NA,30-39 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too much,Too much,NA,NA,NA,Buddhism,Strongly agree,Not important at all,Strongly agree,Yes,20-29 years old,White
Male,Graduate,Yes,"Under $10,000",Too little,Too little,NA,Too little,Too little,1,Strongly disagree,None,Strongly agree,NA,NA,NA,50-59 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,NA,Too little,Too little,1,NA,Christian,Disagree,Very important,Strongly agree,NA,70-79 years old,White
Female,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,About right,About right,NA,NA,NA,None,Neither,Not important at all,NA,NA,NA,White
Male,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too much,Too little,1,NA,Christian,Strongly agree,Not important at all,Neither,NA,30-39 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,NA,Christian,Strongly disagree,Not important at all,Neither,NA,30-39 years old,White
Female,High School,Yes,NA,About right,About right,NA,Too little,Too much,2,Strongly agree,Other,Strongly disagree,NA,NA,NA,30-39 years old,White
Female,Bachelors,Yes,"$130,000 ~ $169,999",About right,Too much,NA,Too much,About right,1,Neither,Christian,Strongly disagree,NA,NA,NA,40-49 years old,White
Female,Graduate,Yes,"$90,000 ~ $129,999",About right,Too little,NA,About right,Too little,2,Strongly agree,Jewish,Disagree,NA,Strongly agree,NA,60-69 years old,White
Male,Graduate,Yes,"$90,000 ~ $129,999",About right,Too much,NA,About right,About right,1,NA,Christian,Strongly disagree,Not very important,Disagree,NA,70-79 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too much,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,NA,NA,60-69 years old,Black
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Disagree,NA,Agree,Yes,80-89 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too much,Too little,NA,NA,Agree,Christian,Strongly disagree,NA,Strongly agree,No,40-49 years old,White
Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,About right,Too little,NA,NA,NA,Christian,Strongly disagree,Not very important,Strongly disagree,No,50-59 years old,White
Female,High School,Yes,NA,Too little,Too little,NA,Too little,Too little,1,Neither,Catholic,Neither,NA,NA,NA,20-29 years old,Black
Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,About right,Too little,1,Neither,Christian,Disagree,NA,Disagree,NA,60-69 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",About right,Too much,NA,Too little,Too little,1,Agree,None,Neither,NA,Agree,NA,60-69 years old,White
Female,Less than high school,Yes,"$10,000 ~ $19,999",Too much,About right,NA,Too little,Too little,1,Agree,Christian,Disagree,NA,Strongly disagree,NA,NA,White
Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Strongly disagree,Fairly important,Strongly disagree,No,50-59 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",About right,About right,NA,Too little,Too little,1,Agree,Christian,Strongly disagree,NA,NA,NA,60-69 years old,White
NA,High School,Yes,"$130,000 ~ $169,999",Too much,Too much,NA,Too little,Too little,2,NA,Christian,NA,NA,NA,NA,NA,White
Male,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Not important at all,NA,NA,60-69 years old,White
Female,Associate College,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Fairly important,Strongly agree,Yes,50-59 years old,White
Female,Associate College,Yes,"$10,000 ~ $19,999",About right,About right,NA,Too little,Too little,2,Agree,None,Strongly agree,NA,NA,NA,50-59 years old,White
NA,Bachelors,NA,Refused,NA,About right,NA,About right,About right,1,NA,Christian,NA,NA,NA,NA,NA,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Neither,NA,Agree,Yes,60-69 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,Too little,Too little,1,Agree,Christian,Neither,NA,Neither,NA,50-59 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too much,Too little,NA,NA,NA,Buddhism,Neither,Not important at all,Strongly agree,Yes,30-39 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,NA,About right,About right,2,NA,None,Neither,Fairly important,Neither,NA,20-29 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too much,Too much,NA,NA,NA,Christian,Strongly disagree,Not important at all,NA,NA,20-29 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",About right,Too much,NA,About right,Too little,1,Agree,Christian,Strongly disagree,NA,NA,NA,80-89 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",Too much,Too much,NA,Too little,Too little,2,NA,Christian,Strongly disagree,Not important at all,Strongly agree,NA,50-59 years old,White
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Disagree,None,Agree,NA,Strongly agree,Yes,40-49 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",Too much,Too much,NA,Too little,Too little,1,Agree,Christian,Neither,NA,NA,NA,50-59 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Neither,None,Neither,NA,Neither,Yes,50-59 years old,White
Female,Associate College,Yes,NA,Too little,About right,NA,Too little,Too little,2,Neither,Christian,Neither,NA,NA,NA,30-39 years old,White
Female,High School,Yes,NA,Too little,About right,NA,About right,Too little,1,NA,Christian,Neither,Not important at all,Strongly agree,NA,20-29 years old,Black
Female,High School,Yes,"$10,000 ~ $19,999",Too much,Too much,NA,Too little,Too little,1,Strongly agree,Catholic,Disagree,NA,NA,NA,50-59 years old,White
Female,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Disagree,None,Agree,NA,Strongly agree,Yes,60-69 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,Neither,Christian,NA,NA,Agree,Yes,50-59 years old,White
Male,High School,Yes,NA,Too much,Too much,NA,About right,Too much,2,NA,Christian,NA,NA,Strongly disagree,NA,70-79 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,Too much,NA,About right,About right,1,Agree,Christian,Disagree,NA,NA,NA,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,Disagree,None,Strongly agree,NA,NA,NA,70-79 years old,White
Female,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,Strongly agree,Christian,Strongly disagree,NA,Strongly disagree,No,70-79 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too much,NA,Too little,Too little,1,NA,None,Neither,Not important at all,Strongly agree,NA,30-39 years old,Other
Female,High School,Yes,"$60,000 ~ $89,999",About right,Too little,NA,Too little,Too little,1,Agree,None,NA,NA,Neither,NA,40-49 years old,White
Female,High School,No,"Under $10,000",About right,About right,NA,About right,About right,1,NA,Christian,NA,Not important at all,Neither,NA,NA,Black
Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,NA,Christian,Strongly disagree,Very important,Strongly disagree,NA,20-29 years old,Black
Female,High School,Yes,"$20,000 ~ $39,999",About right,Too little,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,NA,NA,60-69 years old,Black
Male,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too much,NA,About right,About right,1,Agree,Christian,Strongly disagree,NA,Strongly disagree,NA,30-39 years old,White
Female,High School,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Christian,NA,NA,NA,NA,20-29 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Disagree,NA,Disagree,No,60-69 years old,Black
Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,Neither,NA,60-69 years old,Black
Male,Less than high school,Yes,"$20,000 ~ $39,999",Too much,About right,NA,Too little,Too little,1,NA,Christian,Neither,Not very important,Strongly agree,NA,30-39 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",Too much,Too much,NA,Too little,Too little,3,NA,Christian,Disagree,Not very important,Strongly agree,NA,40-49 years old,White
Female,Associate College,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,Too little,Too little,1,NA,Christian,Strongly disagree,Not important at all,Strongly disagree,NA,30-39 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not important at all,Strongly agree,No,50-59 years old,White
Male,High School,Yes,NA,Too little,Too little,NA,Too little,About right,1,Disagree,Christian,Disagree,NA,Neither,NA,40-49 years old,Black
Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too little,Too little,2,NA,Christian,Neither,NA,NA,NA,30-39 years old,White
NA,Less than high school,NA,Refused,NA,NA,Too little,Too little,NA,NA,NA,NA,NA,NA,Strongly agree,No,NA,Black
Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Strongly disagree,NA,Disagree,No,60-69 years old,White
Female,High School,Yes,"Under $10,000",NA,NA,Too little,About right,NA,NA,Agree,Christian,Agree,NA,Strongly disagree,No,40-49 years old,Black
Male,Less than high school,Yes,NA,Too little,Too little,NA,Too little,Too little,1,Neither,None,Strongly disagree,NA,Neither,NA,80-89 years old,Black
Male,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Very important,Strongly disagree,No,40-49 years old,White
Female,Graduate,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Essential,NA,NA,50-59 years old,White
